timestamp,open,high,low,close,volume,funding_rate,open_interest,orderbook_imbalance,ret_1m,rv_1m,ofi_l1,imb1,micro_bias,rel_spread,aggr_imb,dw_spread,cvd_1m,whale_net_rate_1m,liq_net_rate_1m,oi_delta_1m,basis_pct,trend_48,trend_240,trend_1000,oi_delta_30,oi_delta_120,funding_8h,funding_24h,obi_proxy,funding_x_time,rv1m_pct_5m,spread_pct_5m,atr_14,htf_trend_15m,htf_rsi_15m,htf_ema_15m,htf_trend_1h,htf_rsi_1h,htf_ema_1h,tod_sin,tod_cos
2026-01-02 23:55:00,89980.0,90026.58,89950.66,89995.13,25.45818,0.0,96742.966,0.0,0.0,0.0,0.0,0.17149631190732842,-0.08574815595376005,0.0008436012037540059,0.0,0.0010117214120364392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16980910949982042,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,-0.0218148850345609,0.9997620270799091
2026-01-03 00:00:00,89995.14,90036.57,89983.86,90036.57,13.40939,0.0,96737.194,0.0,0.00046046936095311963,0.00032560100765858694,0.0,1.0,-0.500000000000138,0.0005854287874361095,0.0,0.001045575147965032,0.0,0.0,0.0,-5.966325241668624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988291424251278,0.0,1.0,0.0,64.31500000000233,0.0005670306826601745,50.0,0.0004913894405868557,0.0017896523956351107,50.0,0.0015506620567417417,0.0,1.0
2026-01-03 00:05:00,90036.57,90105.92,90036.56,90074.72,23.07779,3.11e-05,96698.791,0.0,0.0004237167186620372,0.0002559031870212101,0.0,0.10034602076133714,-0.05017301038077347,0.0007700273728300303,0.0,0.0011935646316746226,0.0,0.0,0.0,-0.0003969827778962376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09880596601567708,3.1256281407035173e-07,0.7859410167720998,0.7150205588447462,65.99666666666842,0.0,50.0,0.0004258429478781845,0.0,50.0,0.0013436293138432748,0.02181488503456112,0.9997620270799091
2026-01-03 00:10:00,90074.72,90133.63,90046.16,90046.16,15.32158,3.11e-05,96740.584,0.0,-0.0003170700946947269,0.00037044846691182035,0.0,-1.0,0.5,0.0009713906734057417,0.0,0.0012885613334316403,0.0,-0.0,0.0,0.00043219775105574065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0019427813468116,4.6884422110552757e-07,1.0,1.0,71.3650000000016,0.0,50.0,0.0003690429342502697,0.0,50.0,0.0011642701589955236,0.043619387365336,0.9990482215818578
2026-01-03 00:15:00,90046.17,90046.17,89966.48,89966.49,39.43608,3.11e-05,96732.774,0.0,-0.0008847684343229467,0.0005600749730286152,-1.6893792171717803,-0.999749027481257,0.4998745137406285,0.0008857742477227057,-1.6895912376560607,0.0017714373429484171,-1.6895912376560607,-0.0,-0.0014948969939867225,-8.073137123087992e-05,-0.000637170573176671,0.0,0.0,0.0,-2.103593009761262e-05,0.0,0.0,0.0,-4.380491030804543,6.251256281407035e-07,1.0,0.7781738850509909,73.03000000000175,0.00045854259637501116,50.0,0.0007173082848141593,0.0,50.0,0.0010088775236634048,0.06540312923014306,0.9978589232386035
2026-01-03 00:20:00,89966.49,90082.36,89966.48,90082.35,14.35926,3.11e-05,96718.149,0.0,0.0012878128289766089,0.0008284226227343093,0.6572500509724052,0.9998274076631902,-0.4999137038315951,0.0012863785192105295,0.657363506876273,0.0025725350193462446,-1.0322277307797876,0.0,0.0,-0.00015118970949801191,0.0005415045233611117,0.0,0.0,0.0,-4.2728226664345836e-05,0.0,0.0,0.0,2.3118682084734474,7.814070351758793e-07,1.0,1.0,80.1716666666689,0.0,50.0,0.0006216077289223047,0.0,50.0,0.0008742429199706385,0.08715574274765817,0.9961946980917455
2026-01-03 00:25:00,90082.36,90096.77,90017.21,90087.45,47.92025,3.11e-05,96706.35,0.0,5.6614864065940296e-05,0.0008155383405693607,0.11990284287343698,0.7657114127700538,-0.3828557063850269,0.0008831418804727814,1.8741591707302383,0.0009396425362244596,0.8419314399504507,0.0,0.0,-0.00012199364981646532,0.0005126447373396479,0.0,0.0,0.0,-5.4051858543220046e-05,0.0,0.0,0.0,2.758007142612784,9.376884422110551e-07,0.9774954676448657,0.21906508475028555,80.08428571428729,0.0,50.0,0.0005386820518757039,0.0,50.0,0.0007575888884114769,0.10886687485196457,0.9940563382223196
2026-01-03 00:30:00,90087.46,90087.46,90042.18,90054.39,28.34888,3.11e-05,96705.178,0.0,-0.0003669767542537894,0.0008169482438727133,-0.7988929121846396,-0.4606890459362724,0.23034452296829688,0.0005028072479310935,-1.0938576070070618,0.0008700297675662494,-0.2519261670566111,-0.0,-0.00040142031423526865,-1.2119162805857009e-05,0.0001275062770398895,0.0,0.0,0.0,-4.881027157604967e-05,0.0,0.0,0.0,-2.3544451796238364,1.093969849246231e-06,0.9749453572527715,0.0,75.73375000000306,-8.791457633661182e-05,50.0,0.0003906006283219628,0.0,50.0,0.0006565107212594774,0.13052619222005157,0.9914448613738104
2026-01-03 00:35:00,90054.38,90067.24,90026.83,90053.54,26.63763,3.11e-05,96686.378,0.0,-9.438740299128057e-06,0.000802785374619327,-0.021299535584541226,0.3219500123726574,-0.1609750061863287,0.0004487330536923201,-1.0246598011429204,0.0004580608380305155,-1.2765859681995315,-0.0,-9.671497757944223e-06,-0.00019440530888636953,0.00010494991214233225,0.0,0.0,0.0,-6.498749794386299e-05,0.0,0.0,0.0,-0.7249067904621888,1.250251256281407e-06,0.9044625576445346,0.0,71.808888888892,0.0,50.0,0.00033850291528536363,0.0,50.0,0.0005689261576086038,0.1521233861899167,0.9883615104677607
2026-01-03 00:40:00,90053.53,90110.0,90030.58,90079.53,22.92725,3.11e-05,96693.087,0.0,0.0002886060892219877,0.0006252806817391641,0.2921713312796964,0.2326869806093721,-0.11634349030459444,0.0008816653461668622,0.8924710434704992,0.0011702991789588407,-0.3841149247290323,-0.25074346892637495,0.0,6.938929907995828e-05,0.0003540982063294203,0.0,0.0,0.0,-5.154981824148086e-05,-5.154981824148086e-05,0.0,0.0,1.415566024667234,1.4065326633165828e-06,0.0,0.5168443097900716,72.57000000000262,0.0,50.0,0.000293355953001188,0.0,50.0,0.0004930319367587421,0.17364817766693033,0.984807753012208
